National Assembly,Name of Candidate,Party Affiliation,Symbol Allocated,Number of Votes Polled,Number of Voters Polled ,Rejected Votes,Casted Men ,Casted Women ,Registered Males,Registered Females ,Total Voters Registered ,Turnout %
,Faraz Ur Rehman,IND,,299,,,,,,,,
,Muhammad Daniyal Ahmed,IND,,285,,,,,,,,
,Rasheed Ahmed,IPP,,212,,,,,,,,
,Dilawar Gulzar,GDA,,206,,,,,,,,
,Muhammad Mazhar Jaffar,BPP,,196,,,,,,,,
,Nawabzada Sardar Rafique Ahmed Abbasi,IND,,133,,,,,,,,
,Haris Khalid Mehmood Khan,IND,,104,,,,,,,,
,Muhammad Iqbal Khan,MQM-P,Kite,"20,185",,,,,,,,
,Saif Ur Rahman,IND-PTI,Fork,"14,167",,,,,,,,
,Muhammad Asif Khan,PPPP,,"11,429",,,,,,,,
,Meraj Ul Huda Siddiqui,JIP,Scale,"6,652",,,,,,,,
,Sharafat Khan,PML-N,,"5,041",,,,,,,,
,Saif Ur Rehman,IND,,"2,548",,,,,,,,
,Muhammad Salman,IND,,"1,933",,,,,,,,
,Muhammad Arif,TLP,Crane,"1,563",,,,,,,,
,Muhammad Ashraf,PRP,,"1,166",,,,,,,,
,Muhammad Anwar Khan Tareen,IND,,857,,,,,,,,
,Mohammad khan,SKQM,,508,,,,,,,,
,Syed Ali Hussain,IPP,,203,,,,,,,,
,Faisal Nadeem Shaikh,MML,,190,,,,,,,,
,Noshera Bibi,IND,,158,,,,,,,,
,Kamran Raza,IND,,102,,,,,,,,
,Janbaz Khan,IND,,95,,,,,,,,
,Karim Bux Gabol,IND,,95,,,,,,,,
,Jhangir Hussain Jafari,PCP,,62,,,,,,,,
,Muhammad Sher Khan,IND,,52,,,,,,,,
,Kaleem Ullah Khaskheli,IND,,51,,,,,,,,
,Awal Khan,IND,,40,,,,,,,,
,Rahman Dino Mahsera,IND,,37,,,,,,,,
,Manzoor Ahmed,PMAI-P,,27,,,,,,,,
,Muhammad Maqsood,IND,,24,,,,,,,,
,Shafaqat Ahmad,PDQM,,14,,,,,,,,
,Hassan Sabir,MQM-P,Kite,"38,871",,,,,,,,
,Muhammad Muzammil Qureshi,PPPP,,"32,231",,,,,,,,
,Muhammad Osama Razi Khan,JIP,Scale,"21,082",,,,,,,,
,Sabeen Malik,PDQM,,"5,765",,,,,,,,
,Manzoor Hussain,IND,,"5,132",,,,,,,,
,Sadia Qaiser,IND,,"4,060",,,,,,,,
,Noor Uddin,IND,,"3,479",,,,,,,,
,Mitha Khan,IND,,"2,254",,,,,,,,
,Muhammad Luqman,TLP,Crane,"2,107",,,,,,,,
,Muhammad Asghar,IND,,"1,705",,,,,,,,
,Perveen Bashir,PML-N,,"1,574",,,,,,,,
,Osama Bin Iqbal,IND,,"1,542",,,,,,,,
,Babar Siraj Mirza,MQM,,"1,273",,,,,,,,
,Muhammad Ashraf Jabbar,IND,,"1,225",,,,,,,,
,Khalid,IND,,"1,188",,,,,,,,
,Muhammad Alamgir Khan,IND-PTI,Bringil,"1,154",,,,,,,,
,Shafaq Naseem,IND,,"1,062",,,,,,,,
,Khurshid Hassan Khan Afridi,IND,,947,,,,,,,,
,Syed Firdous Shamim Naqvi,IND,,754,,,,,,,,
,Syed Mushtaq Hussain,GDA,,683,,,,,,,,
,Daud Ahmed Fakhri,PCP,,628,,,,,,,,
,Jamil Ahmed,IND,,611,,,,,,,,
,Shakil Ahmed,PRP,,609,,,,,,,,
,Imran Ali,MML,,544,,,,,,,,
,Syed Muhammad Umer Feroz,IND,,491,,,,,,,,
,Shaikh Khalid Sultan,IND,,426,,,,,,,,
,Abdul Rasheed,IND,,422,,,,,,,,
,Abdul Kadir Khanzada,IND,,422,,,,,,,,
,Majid Maqsood,IND,,408,,,,,,,,
,Syed Azhar Fakhar Uddin,IND,,375,,,,,,,,
,Imran Saif Khan Ghauri,IND,,333,,,,,,,,
,Asad Alam Niazi,PPPP,,"40,836",,,,,,,,
,Zahoor Ud Din,IND-PTI,Bed,"33,321",,,,,,,,
,Irfan Ahmed,JIP,Scale,"22,256",,,,,,,,
,Muhammad Abdul Rauf Siddiqui,MQM-P,Kite,"15,412",,,,,,,,
,Muhammad Shahid,TLP,Crane,"8,826",,,,,,,,
,Rehan Qaiser Sheikh,PML-N,,"8,188",,,,,,,,
,Syed Muhammad Danish,IND,,"3,007",,,,,,,,
,Ghulam Ali,IND,,"2,397",,,,,,,,
,Rameez H Loan,IND,,"2,115",,,,,,,,
,Muhammad Mohsin,IND,,"1,868",,,,,,,,
,Amir Nawaz,IND,,"1,121",,,,,,,,
,Talha Ahmed Baig,IND,,953,,,,,,,,
,Babar Siraj Mirza,MQM,,920,,,,,,,,
,Muhammad Shoaib,IND,,336,,,,,,,,
,S M Yousuf Ali Bhaati,MML,,307,,,,,,,,
,Ali Akbar,IND,,274,,,,,,,,
,Muhammad Mubeen Qadri,IND,,261,,,,,,,,
,Zunaira Rehman,IPP,,215,,,,,,,,
,Ahsan Ullah,IND,,206,,,,,,,,
,Farhan Ghani,IND,,201,,,,,,,,
,Ambreen Malik,IND,,199,,,,,,,,
,Ahmed Zaman,ANP,Lantern (162),196,,,,,,,,
,Jahangir Khan,IND,,187,,,,,,,,
,Muhammad Saeed Shafiq,IND,,183,,,,,,,,
,Mir Raja Khan Jakhrani,IND,,163,,,,,,,,
,Muhammad Ahmed Shaikhani Haji,IND,,109,,,,,,,,
,Muazzam Ur Rehman,IND,,106,,,,,,,,
,Muhammad Zahid Bashir,PCP,,95,,,,,,,,
,Syed Akif Uddin,IND,,95,,,,,,,,
,Syed Marghoob Hussain Abidi,IND,,89,,,,,,,,
,Najam Hameed,IND,,81,,,,,,,,
,Musarrat Nazeer Niazi,IND,,57,,,,,,,,
,Shaikh Khalid Sultan,IND,,41,,,,,,,,
,Liaquat Hussain Khan,IND,,35,,,,,,,,
,Niaz Muhammad Khan Mehmand,IND,,29,,,,,,,,
,Waleed Ahmed,IND,,24,,,,,,,,
,Sadiq Iftikhar,MQM-P,Kite,,,,,,,,,
,Haleem Adil Sheikh,IND-PTI,Table Tennis Bat,,,,,,,,,
,Saif Uddin,JIP,Scale,,,,,,,,,
,Nawab Salim Khan,IND,,,,,,,,,,
,Pir Omer Uddin Zafar,PPP,Arrow,,,,,,,,,
,Sidra Tel Muntaha,PML-N,,,,,,,,,,
,Muhammad Waseem,TLP,Crane,,,,,,,,,
,Syed Arshad Hasan,IND,,,,,,,,,,
,Ali Ahmed Palh,IND,,,,,,,,,,
,Aziz Ur Rehman,ANP,Lantern (162),,,,,,,,,
,Mahmood Baki Maulvi,IPP,,,,,,,,,,
,Syed Marghoob Hussain Abidi,IND,,,,,,,,,,
,Sehar Yahya,IND,,,,,,,,,,
,Jalal Uddin Bachlani,IND,,,,,,,,,,
,Mushtaq Ahmed,IND,,,,,,,,,,
,Muhammad Imran,IND,,,,,,,,,,
,Muhammad Ashraf,IND,,,,,,,,,,
,Shoaib Akhter,IND,,,,,,,,,,
,Rehan Uddin,IND,,,,,,,,,,
,Tabassum Abdul Qadir,IND,,,,,,,,,,
,Muhammad Shahid,MQM,,,,,,,,,,
,Muhammad Ihtisham,IND,,,,,,,,,,
,Nadeem Sabir,IND,,,,,,,,,,
,Muhammad Ayub Awan,IND,,,,,,,,,,
,Kausar Fatima Zaidi,GDA,,,,,,,,,,
,Nabeel Ahmed Gabool,PPPP,,"40,077",,,,,,,,
,Muhammad Yasir,IND-PTI,Dhol,"37,234",,,,,,,,
,Fazal ur Rehman Niazi,JIP,Scale,"22,377",,,,,,,,
,Muhammad Sharjeel goliani,TLP,Crane,"14,761",,,,,,,,
,Mollana Noor ul haq,JUIF,Book(31),"11,813",,,,,,,,
,Abdul Shakoor Shad,IND,,"1,333",,,,,,,,
,Muhammad Irshad,IND,,213,,,,,,,,
,Hamza,MML,,201,,,,,,,,
,Saeed Ahmed,IND,,196,,,,,,,,
,Anwar Shah,IND,,173,,,,,,,,
,Maula Bakhsh Soomro,IND,,160,,,,,,,,
,Habibullah khan,IND,,140,,,,,,,,
,Muhammad Akhtar,IND,,118,,,,,,,,
,Rasheed,IND,,96,,,,,,,,
,Faisal Allana,IND,,89,,,,,,,,
,Suleman Khan,IND,,77,,,,,,,,
,Shaista Ameer,GDA,,66,,,,,,,,
,Abdul Wahab,IND,,53,,,,,,,,
,Faisal Jamal,IND,,44,,,,,,,,
,Arshad Abdullah Vohra,MQM-P,Kite,"30,573",,,,,,,,
,Ramzan,IND-PTI,Dhol,"27,318",,,,,,,,
,Syed Zaman Ali Jafri,TLP,Crane,"17,091",,,,,,,,
,Saleem Mandvi Wala,PPPP,,"17,025",,,,,,,,
,Syed Abdul Rasheed,JIP,Scale,"16,128",,,,,,,,
,Sakina Anwar,PML-N,,"2,513",,,,,,,,
,Shahnaz,IND,,"2,161",,,,,,,,
,Muhammad Tahseen Qureshi,IND,,466,,,,,,,,
,Mehdi Ishaq,MML,,346,,,,,,,,
,Shumaila,GDA,,302,,,,,,,,
,Ali Ahmed Palh,IND,,222,,,,,,,,
,Raees Uddin,IND,,205,,,,,,,,
,Muhammad Saleem,IND,,169,,,,,,,,
,Aleem Adil Sheikh,IND,,121,,,,,,,,
,Muhammad Aslam,JUI-N,,118,,,,,,,,
,Fazal Haq,IND,,74,,,,,,,,
,Sabir Ali Bangash,IND,,67,,,,,,,,
,Abdul Wahab,IND,,48,,,,,,,,
,Raghib Bashir,IND,,39,,,,,,,,
,Dr Mirza Ikhtiar Baig,PPPP,,"52,456",,,,,,,,
,Khurram Sher Zaman,IND-PTI,Dhol,"48,610",,,,,,,,
,Naveed Ali Baig,JIP,Scale,"4,167",,,,,,,,
,Mohammad Jibran Nasir,IND,,"1,027",,,,,,,,
,Muniza Shahzil,IND,,530,,,,,,,,
,Dr Farooq Sattar,MQM-P,Kite,494,,,,,,,,
,muhammad waseem,TLP,Crane,189,,,,,,,,
,Mir Masood Rashid,IND,,169,,,,,,,,
,Nusrat Wahid,IND,,128,,,,,,,,
,Asadullah Khan,PNAP,,81,,,,,,,,
,Waheed Hussain Rind,IND,,74,,,,,,,,
,Rozina,PML-N,,53,,,,,,,,
,Jairam Das,IPP,,44,,,,,,,,
,Shahab Imam,IND,,39,,,,,,,,
,Abdul Rab,PKMAP,,29,,,,,,,,
,Muhammad Ilyas,IND,,26,,,,,,,,
,Manzoor Elahi,IND,,25,,,,,,,,
,Zunaira Rehman,IND,,24,,,,,,,,
,Sadeed Anver Malik Kashir,ALI,,15,,,,,,,,
,Javed ahmed Chatrey,IND,,13,,,,,,,,
,SyeD Khurram Kamal,IND,,13,,,,,,,,
,Taj Mehal,MML,,12,,,,,,,,
,Muhammad Tariq Hasan,PML,,11,,,,,,,,
,Ghulam Muhammad Banglani,IND,,8,,,,,,,,
,Shaheena,GDA,,7,,,,,,,,
,Mir Jawad Afsar Talpur,IND,,5,,,,,,,,
,awab alvi,IND,,5,,,,,,,,
,Abdan Xavier Fernandes,IND,,3,,,,,,,,
,Karam Ullah,IND,,3,,,,,,,,
,Saif Ullah Khan,IND,,3,,,,,,,,
,Reshma Kanwal,IND,,3,,,,,,,,
,Samina Rizwan,IND,,3,,,,,,,,
,Rajkumar,ATP,,2,,,,,,,,
,Owais Khan,ANP,Lantern (162),2,,,,,,,,
,Muhammad Siddiq Mirza,IND,,1,,,,,,,,
,Syed Naeem Hasan,IND,,1,,,,,,,,
,Abdul Khursheed Khan,IND,,1,,,,,,,,
,Syed Mustafa Kamal,MQM-P,Kite,"71,767",,,,,,,,
,Dawa Khan Sabir,IND-PTI,Table ,"53,759",,,,,,,,
,Qadir Khan Mandokhel,PPPP,,"17,493",,,,,,,,
,Muhammad Sajid,TLP,Crane,"13,421",,,,,,,,
,Ghulam Shoaib,PML-N,,"11,885",,,,,,,,
,Muhammad Anwar Khan Tareen,IND,,"1,764",,,,,,,,
,Abdul Rehman,SKQM,,"1,291",,,,,,,,
,Fazal Ahad,JIP,Scale,"1,021",,,,,,,,
,Gul Faraz,PRP,,437,,,,,,,,
,Abdul Waheed Abid,MML,,401,,,,,,,,
,Asad Ullah,IND,,379,,,,,,,,
,Haider Ali,IND,,332,,,,,,,,
,Ghulam Muhammad Banglani,IND,,263,,,,,,,,
,Fayaz Naseem,IND,,159,,,,,,,,
,Muhammad Masood khan,IND,,153,,,,,,,,
,Nasir Khan,IND,,144,,,,,,,,
,Muhammad Siddiq,HQM,,133,,,,,,,,
,Bakhtiyar Ali,IPP,,120,,,,,,,,
,Liaquat Ali Afridi,IND,,120,,,,,,,,
,Muhammad Saleem,IND,,109,,,,,,,,
,Hafiz Syed Habib Shah,IND,,74,,,,,,,,
,Muhammad Younus,PML-C,,73,,,,,,,,
,Sarwat Israr,IND,,60,,,,,,,,
,Hazrat Umar,PMA,,52,,,,,,,,
,Ashfaq Hussain,IND,,35,,,,,,,,
,Mohsin Abbas,IND,,34,,,,,,,,
,Muhmmad Essa Achakzai,PNAP,,29,,,,,,,,
,Shabbir Ahmed Anjum,PDQM,,16,,,,,,,,
,Abdul Qadir Patel,PPPP,,"60,266",,,,,,,,
,Shujaat Ali,IND-PTI,Table,"48,690",,,,,,,,
,Akhtar Hussain Jadoon,PML-N,,"19,595",,,,,,,,
,Shiraz Khan Jadoon,JIP,Scale,"13,082",,,,,,,,
,Syed Kashif Ali Shah,TLP,Crane,"12,569",,,,,,,,
,Humayun Sultan,MQM-P,Kite,"7,176",,,,,,,,
,Abdul Rahim,MML,,"1,309",,,,,,,,
,Yousuf Khan,IND,,"1,090",,,,,,,,
,Sachanand Lakhwani Sachal,IND,,552,,,,,,,,
,Ghulam Mustafa,IND,,544,,,,,,,,
,Habib Ur Rehman,IND,,529,,,,,,,,
,Syed Fida Hussain Shah,IND,,361,,,,,,,,
,Muzaffar Ahmed,PMLSAF,,352,,,,,,,,
,Subhan Ali Sahil,IND,,227,,,,,,,,
,Muhammad Rahim,PKMAP,,169,,,,,,,,
,Muhammad Moosa,IND,,159,,,,,,,,
,Hamid Khan Jadoon,IND,,134,,,,,,,,
,Faisal Somroo,IND,,114,,,,,,,,
,Luqman Khan Jadoon,IND,,95,,,,,,,,
,Dr Farooq Sattar,MQM-P,Kite,"20,048",,,,,,,,
,Aftab Jehangir,IND-PTI,Cricket Stumps,"14,073",,,,,,,,
,Hafiz Abdul Berr,PPPP,,"7,450",,,,,,,,
,Irfan Ahmed,JIP,Scale,"6,141",,,,,,,,
,Zameer hussain,TLP,Crane,"4,340",,,,,,,,
,Ghulam Rasool,PML-N,,"2,277",,,,,,,,
,Syed Muhammad Rehmat Ali Rehmani,IND,,"2,155",,,,,,,,
,Syed Kamran Shehzad Siddiqui,IND,,867,,,,,,,,
,Saeed Khan,PRP,,728,,,,,,,,
,Muhammad Farooq Khan,IND,,305,,,,,,,,
,Abdul Wahaj Khan,IND,,190,,,,,,,,
,Muhammad Azhar,IND,,178,,,,,,,,
,Ikhtiar Ahmad,JWP,,171,,,,,,,,
,Muhammad Tahir,PPP-SB,,118,,,,,,,,
,Muhammad Ahmed,IND,,89,,,,,,,,
,Muhmmad Abul Khair,IND,,84,,,,,,,,
,Muhammad Ishaq,ANP,Lantern (162),40,,,,,,,,
,Raghib Bashir,IND,,29,,,,,,,,
,Muhammad Ashraf,IND,,24,,,,,,,,
,Riaz Khan,IND,,23,,,,,,,,
,Timoor Ahmed Yar Khan,PDQM,,17,,,,,,,,
,Haji Khan Mashori,IND,,17,,,,,,,,
,Muhammad Yunus Qasmi,IND,,17,,,,,,,,
,Muhammad Bilal Hussain,PCP,,10,,,,,,,,
,Syed Hafeezuddin,MQM-P,Kite,"57,356",,,,,,,,
,Atta Ullah,IND-PTI,Ricket,"36,788",,,,,,,,
,Muhammad Ishaq Khan,JIP,Scale,"15,700",,,,,,,,
,صدیق اکبر,PPPP,,"12,526",,,,,,,,
,Amin Ullah,JUIF,Book(31),"9,676",,,,,,,,
,Wazir Ahmed Norani,TLP,Crane,"8,854",,,,,,,,
,Syed Majed Ullah,IND,,"5,639",,,,,,,,
,Muhammad Idrees,IND,,"4,618",,,,,,,,
,Khuda Nazar,PRP,,"1,696",,,,,,,,
,Subhan Ali,IND,,"1,356",,,,,,,,
,Muhammad Ameer Hamza,IND,,"1,172",,,,,,,,
,Syed Rabab Haider,MML,,807,,,,,,,,
,Amir Nawab,ANP,Lantern (162),733,,,,,,,,
,Eid Muhammad,SKQM,,520,,,,,,,,
,Shah Zia Uddin Khan,TTP,,400,,,,,,,,
,Fayyaz Kaim Khani,IND,,343,,,,,,,,
,Abdul Jalil Khan,IND,,276,,,,,,,,
,Imdad Ullah,IND,,192,,,,,,,,
,Muhammad Arif,IND,,148,,,,,,,,
,Noor Hussain,PAAM,,105,,,,,,,,
,Parveen Usman,PNAP,,81,,,,,,,,
,Shahbaz Khalid,IND,,63,,,,,,,,
,Waqar Ahmed,IND,,54,,,,,,,,
,Gul Zameen,IND,,-,,,,,,,,
,Syed Amin Ul Haq,MQM-P,Kite,"74,672",,,,,,,,
,Hafiz Naeem Ur Rehman,JIP,Scale,"32,332",,,,,,,,
,Malik Muhammad Arif Awan,IND-PTI,Ricket,"29,528",,,,,,,,
,Muhammad Ali,TLP,Crane,"18,345",,,,,,,,
,Waseem Akhter,PPP,Arrow,"7,970",,,,,,,,
,Muhammad Kamal,IND,,"4,180",,,,,,,,
,Muhammad Mudassir Hussain Ansari,IND,,"3,317",,,,,,,,
,Syed Muhammad Saleem Ashrafi,PML-N,,"2,635",,,,,,,,
,Muhammad Mustafa,IND,,"2,532",,,,,,,,
,Dost Muhammad,ANP,Lantern (162),"1,639",,,,,,,,
,Saeed Ahmed,IND,,"1,051",,,,,,,,
,Sohail Khan,IND,,888,,,,,,,,
,Shagufta Yasmin,IND,,731,,,,,,,,
,Amir Shehzad,IND,,705,,,,,,,,
,Muhammad Saleem,IND,,700,,,,,,,,
,Amjad Aslam Amjad,MML,,542,,,,,,,,
,Sajjad Ahmed Khan,IND,,512,,,,,,,,
,Shahbaz,IND,,492,,,,,,,,
,Gull Mola,IND,,479,,,,,,,,
,Rehman Uddin,IND,,443,,,,,,,,
,Hafiz UL Haque,IND,,362,,,,,,,,
,Rizwan Ahmed Khan,PCP,,358,,,,,,,,
,Irfan Karim,PMA,,349,,,,,,,,
,Muhammad Ishaque,IND,,321,,,,,,,,
,Khawaja Izhar ul Hassan,MQM-P,Kite,"64,945",,,,,,,,
,Syed Abbas Husnain,IND-PTI,Clock,"52,005",,,,,,,,
,Munam Zafar Khan,JIP,Scale,"23,809",,,,,,,,
,Muhammad Farooq,TLP,Crane,"14,671",,,,,,,,
,Syed Muhammad Asif Raza,IND,,"10,316",,,,,,,,
,Sheikh Muhammad Maaz Feroz,PPP,Arrow,"6,330",,,,,,,,
,A Rashid Mahmood,IND,,"4,780",,,,,,,,
,Muhammad Ashraf Jabbar,IND,,"2,171",,,,,,,,
,Naheed Parveen,PML-N,,"2,160",,,,,,,,
,Muhammad Tehamas Ali Khan,IND,,"1,146",,,,,,,,
,Hafiz Ahmed Ali,RJUI,,889,,,,,,,,
,Danish Inder Gul Afridi,IND,,454,,,,,,,,
,QAZI SALEEM HAIDER,IND,,353,,,,,,,,
,Sheikh Muhammad Anus Feroz,IND,,332,,,,,,,,
,Daud Ahmed Fakhri,PCP,,329,,,,,,,,
,Muhmmad Amin,MML,,327,,,,,,,,
,Sharafat Hussain,IND,,276,,,,,,,,
,Anmber Naeem,GDA,,209,,,,,,,,
,Fayaz Ahmed,IND,,190,,,,,,,,
,Zain ul Abideen,ALI,,174,,,,,,,,
,Khalid Mumtaz,IND,,155,,,,,,,,
,Muhammad Asghar Ali,IND,,116,,,,,,,,
,Muhammad Ali,IND,,108,,,,,,,,
,Tabish Tofeeq,IND,,74,,,,,,,,
,Riaz Ahmed,IND,,62,,,,,,,,
,Naveel Ahmed Attari,IND,,51,,,,,,,,
,Shahida Suleman,IND,,46,,,,,,,,
,Dr Khalid Maqbool Siddiqui,MQM-P,Kite,"103,082",,,,,,,,
,Arsalan Khalid,IND-PTI,Alphabet P,"86,342",,,,,,,,
,Muhammad Babar Khan,JIP,Scale,"38,881",,,,,,,,
,Muhammad Amjid Ali,TLP,Crane,"13,134",,,,,,,,
,Muhmmad Hassan Khan,PPP,Arrow,"5,448",,,,,,,,
,Nisar Ahmed,IND,,"4,490",,,,,,,,
,Sheikh Muhmmad Owais Qarni,IND,,"2,230",,,,,,,,
,Syed Saif Uddin Qadri,IND,,"1,907",,,,,,,,
,Muhammad Anwar Azeem Khan,IPP,,"1,334",,,,,,,,
,Muhammad Asif Khan,IND,,687,,,,,,,,
,Muhammad Aslam Khan,IND,,673,,,,,,,,
,Jowhar Abid,IND,,651,,,,,,,,
,Syed Sadiq Raza Rizvi Jarchvi,IND,,541,,,,,,,,
,Noreen Kamran,MML,,467,,,,,,,,
,Naveed Hasan,MQM,,386,,,,,,,,
,Talha Jameel,IND,,375,,,,,,,,
,Sheraz Ahmed Nagani,IND,,357,,,,,,,,
,Rashid Zamir Khan,IND,,355,,,,,,,,
,Muhmmad Imran Shah,IND,,306,,,,,,,,
,Misbah,IND,,304,,,,,,,,
,Shaheen Khan,GDA,,302,,,,,,,,
,Sarwat Israr,IND,,288,,,,,,,,
,Muhammad Aftab Uddin Baqai,IND,,266,,,,,,,,
,Rana Muhammad Waseem Akram,IND,,233,,,,,,,,
,Sumbul Akhtar,PCP,,229,,,,,,,,
,Shahid Zafar Khan,IND,,225,,,,,,,,
,Syed Aamir Wahidi,IND,,208,,,,,,,,
,Uzma Muneeb,IND,,171,,,,,,,,
,Ata ul Mustafa Jamil Rathore,IND,,165,,,,,,,,
,Jalal Uddin Bachlani,IND,,140,,,,,,,,
,Ghulam Ali,IND,,118,,,,,,,,
,Sheikh Salahuddin,IND,,116,,,,,,,,
,Abdul Samad Khan,PMA,,99,,,,,,,,
,Ahmed Saleem Siddiqui,MQM-P,Kite,"77,529",,,,,,,,
,Uzair Ali Khan,IND-PTI,Alphabet P,"51,152",,,,,,,,
,Muslim Parvaiz,JIP,Scale,"27,205",,,,,,,,
,Muhammad Zahid,IND,,"15,764",,,,,,,,
,Hafiz Muhammad Hamid Mehmood Kagani,TLP,Crane,"9,494",,,,,,,,
,Abdul Waheed,PPP,Arrow,"7,502",,,,,,,,
,Syed Ansub Raza Fatmi,PML-N,,"1,804",,,,,,,,
,Abid Hussain Qureshi,IND,,"1,416",,,,,,,,
,Muhammad Imran Khan,IND,,909,,,,,,,,
,Ata ul Mustafa Jamil Rathore,IND,,764,,,,,,,,
,MOHAMMED JAMEEL AHMED KHAN,PML,,704,,,,,,,,
,Muhammad Faisal,GDA,,681,,,,,,,,
,Ahmed Niazi,IND,,641,,,,,,,,
,Syed Ali Salman,IND,,596,,,,,,,,
,Adeel Arif,IND,,547,,,,,,,,
,Abdul Azeem Khan,MML,,520,,,,,,,,
,Rao Asif Ali,IND,,519,,,,,,,,
,Niamat Khalil,ANP,Lantern (162),490,,,,,,,,
,Abdul Samad Sardar,IND,,451,,,,,,,,
,Saeed Ahmed,IND,,381,,,,,,,,
,Sidra Imran,IND,,348,,,,,,,,
,Syed Mushahid Hussain,IND,,307,,,,,,,,
,Shumaila Abdul Hakeem,IND,,248,,,,,,,,
,Qasim Jahangir,IND,,173,,,,,,,,
,Nosherwan Adil,IND,,171,,,,,,,,
,Ghulam Mohiuddin Ghouri,IND,,72,,,,,,,,
,Yasir Ali,PMA,,45,,,,,,,,
,Farhan Chishti,MQM-P,Kite,"79,925",,,,,,,,
,Hafiz Naeem Ur Rehman,JIP,Scale,"43,659",,,,,,,,
,Muhammad Riaz Haider,IND-PTI,Dove,"37,629",,,,,,,,
,Jowhar Abid,IND,,"5,906",,,,,,,,
,Sohail Mansoor Khawaja,PPP,Arrow,"5,720",,,,,,,,
,Asad Jawad Khan Sherwani,TLP,Crane,"3,768",,,,,,,,
,Furqan Ali,PML-N,,"3,315",,,,,,,,
,Marium Salman,IND,,"2,244",,,,,,,,
,Tabish Tofeeq,IND,,"2,032",,,,,,,,
,Noureen Iqbal,IPP,,"1,109",,,,,,,,
,Muhammad Bilal Haider,MML,,814,,,,,,,,
,Muhammad Khan Afridi,ANP,Lantern (162),471,,,,,,,,
,Imrana Saeed Jameel,IND,,446,,,,,,,,
,Danish Naseem,IND,,222,,,,,,,,
,Sidra Imran,IND,,207,,,,,,,,
,Muhammad Mushtaq Ahmed,GDA,,175,,,,,,,,
,Sara Ashfaq,PMA,,123,,,,,,,,
,Abdul Rehman Jameel,PML-Z,,117,,,,,,,,
,Faraz Ahmed,IND,,102,,,,,,,,
,Fazal Kareem,IND,,92,,,,,,,,
,Muhammad Behzad,IND,,84,,,,,,,,
,Syed Muhammad Ishrat Ghazali,PCP,,64,,,,,,,,
,Abdul Samad Sardar,IND,,61,,,,,,,,
,Abubakar Siddiq,IND,,54,,,,,,,,
,Muhammad Akram Tareen,PKMAP,,25,,,,,,,,
,Toor Gul Khan Jogezai,PM- N,Tiger,-,,,,,,,,
,Malak Atta Muhammad Mardanai,IND,Peacock,-,,,,,,,,
,Muhammad Nasim,IND,Swallow,-,,,,,,,,
,Muhammad Shafi,ANP,Lantern,-,,,,,,,,
,Muhammad Amin Khan Jogezia,IND,Laptop,-,,,,,,,,
,Fareed Ahmed,IND,Cricket Stumps,-,,,,,,,,
,Ajab Khan,SQM,Gate,-,,,,,,,,
,Abdul Malik,RJUI,Ring,-,,,,,,,,
,Abdul Kabeer,JIP,Scale,-,,,,,,,,
,Abdul Ghafoor,IND,Match Box,-,,,,,,,,
,Abdul Razaq,IND,Suitcase,-,,,,,,,,
,Abdul Baqi,PPPP,Arrow,-,,,,,,,,
,Syed Sami Ullah,JUIF,Book,-,,,,,,,,
,Dawlat Khan,IND,Bed,-,,,,,,,,
,Dawood Ullah,IND-PTI,Racket,-,,,,,,,,
,Khushal Khan Kakar,PNAP,Bunch Of Grapes,-,,,,,,,,
,Nawab Muhammad Ayaz Khan Jogezai,PMAP,Tree,-,,,,,,,,
,Jamal Ud Din,IND,,136,,,,,,,,
,Aimal Khan Nasar,NDM,,877,,,,,,,,
,Akhtar Gul,IND,,-,,,,,,,,
,Namatullah Jalalzai,IND,,177,,,,,,,,
,Mir Shahjahan Khan Khetran,BAP,Cow(70),168,,,,,,,,
,Muhammad Ramazan Hashmi,IND,,49,,,,,,,,
,Muhammad Ikhlas,IND,,351,,,,,,,,
,Farooq Ahmed,IND,,"1,833",,,,,,,,
,Shafi ud Din,JUI-NP,,261,,,,,,,,
,Sardar Muhammad Shafique Tareen,IND,,"1,714",,,,,,,,
,Haq Nawaz Buzdar,BNP,Axe(14),386,,,,,,,,
,Jalil Ahmad Khan,IPP,,135,,,,,,,,
,Amanullah Khan,JUIF,Book(31),"19,053",,,,,,,,
,Sardar Mir Baz Muhammad Khan Khethran,IND,,"11,292",,,,,,,,
,Mir Ibrir Khan Kethran,IND,,194,,,,,,,,
,Muhammad Tariq,IND,,83,,,,,,,,
,Muhammad Dawood Khan,IND,,78,,,,,,,,
,Muhammad Nouman Khan Nasar,IND,,37,,,,,,,,
,Abdul Bari,JIP,Scale,301,,,,,,,,
,Shazia Bibi,ANP,Lantern(162),836,,,,,,,,
,Sardar Temoor Shah,PKMAP,,"6,307",,,,,,,,
,Jahanzaib Khan Kehtrran,IND,,"22,751",,,,,,,,
,Prevaiz Khan,IND,,39,,,,,,,,
,Azam Khan Tareen,IND,,"1,653",,,,,,,,
,Ahsan Ayaz,IND,,"4,238",,,,,,,,
,Wali Dad,MQM-P,Kite,33,,,,,,,,
,Sardar Babar Khan Musakhel,IND-PTI,Kettle,,,,,,,,,
,Muhammad Qasim Khan,IND,,-,,,,,,,,
,Abdul Kareem,IND,,481,,,,,,,,
,Mian Khan,IND,,"46,683",,,,,,,,
